,code,name,cat1,cat2,cat3,cat4,cat5,cat6,info,year
735,4710,"Omaishoidon tuki, hoitopalkkiot",tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
736,4712,Kotihoidon tuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
737,4713,Kotihoidon tuen kuntalisä,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
738,4714,Yksityisen hoidon tuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
739,4715,Yksityisen hoidon tuen kuntalisä,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
740,4716,Osittainen hoitoraha,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
741,4717,Joustava hoitoraha,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
742,4721,Täydentävä toimeentulotuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
743,4722,Ehkäisevä toimeentulotuki,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
744,4723,Täydentävän ja ehkäisevän toimeentulotuen takaisinperintä,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
745,4739,Muut avustukset kotitalouksille,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
746,4742,Avustukset yhteisöille,tuloslaskelma,TOIMINTAKULUT,Avustukset,,,,,2021
747,4810,Maa- ja vesialueiden vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
748,4820,Rakennusten ja huoneistojen vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
749,4830,Koneiden ja laitteiden vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
750,4890,Muut vuokrat,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
751,4899,Aktivoidut vuokrakulut,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
752,4901,Jätevero,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
753,4910,Muut välilliset ja välittömät verot,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
754,4920,Pysyvien vastaavien hyödykkeiden luovutustappiot,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
755,4921,Luottotappiot toimintatuotoista (myyntisaamiset),tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
756,4930,Takaustappiot,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
757,4931,Takauskorvausten takaisinperinnät,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
758,4940,Muut toimintakulut,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
759,4990,Aktivoidut muut kulut,tuloslaskelma,TOIMINTAKULUT,Muut toimintakulut,,,,,2021
760,4996,Osuus osakkuusyhteisöjen voitosta,tuloslaskelma,TOIMINTAKULUT,Osuus osakkuusyhteisöjen voitosta (tappiosta),,,,,2021
761,4997,Osuus osakkuusyhteisöjen tappiosta,tuloslaskelma,TOIMINTAKULUT,Osuus osakkuusyhteisöjen voitosta (tappiosta),,,,,2021
762,5000,Kunnan tulovero,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2021
763,5100,Kiinteistövero,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2021
764,5200,Osuus yhteisöveron tuotosta,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2021
765,5400,Muut verotulot,tuloslaskelma,TOIMINTAKULUT,Verotulot,,,,,2021
766,5501,Kunnan peruspalvelujen valtionosuus (ilman tasauksia),tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
767,5502,Verotuloihin perustuva valtionosuuksien tasaus,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
768,5503,Järjestelmämuutoksen tasaus,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
769,5701,Opetus- ja kulttuuritoimen muut valtionosuudet,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
770,5801,Harkinnanvarainen valtionosuuden korotus,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
771,5850,Muut valtionosuudet,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
772,5890,Verotulomenetysten kompensaatio,tuloslaskelma,TOIMINTAKULUT,Valtionosuudet,,,,,2021
773,6040,Korkotuotot antolainoista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
774,6050,Muut korkotuotot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
775,6055,Korkojohdannaisiin liittyvät korkotuotot ja -kulut (tuottoja suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
776,6100,Osinkotuotot ja osuuspääomien korot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
777,6115,Korvaus peruspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,"Kunta, ky",2021
778,6116,Korvaus jäännöspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,"Kunta, ky",2021
779,6120,Verotilitysten korot ja korotukset,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
780,6130,Viivästyskorot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
781,6140,Peruspääoman korot kuntayhtymiltä,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,Kunta,2021
782,6150,Kurssivoitot rahoituslainoista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
783,6160,Arvopapereiden luovutusvoitot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
784,6169,Korkojohdannaisiin liittyvät tuotot (ei-suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
785,6170,Muut rahoitustuotot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
786,6176,Takausprovisiot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
787,6180,Rahoitusarvopaperien arvonalentumisten oikaisut (Arvonalentumisten palautumiset),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
788,6250,Kunnalle/ky:lle maksetut korkokulut,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,LL,2021
789,6255,Korkokulut lainoista ulkopuolisilta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
790,6270,Korkojohdannaisiin liittyvät korkokulut ja -tuotot (kuluja suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
791,6301,Peruspääoman korko,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,ky,2021
792,6304,Korvaus peruspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,LL,2021
793,6306,Korvaus jäännöspääomasta,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,LL,2021
794,6330,Kurssitappiot rahoituslainoista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
795,6335,Arvopapereiden luovutustappiot,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
796,6360,Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
797,6370,Arvonalentumiset pysyvien vastaavien sijoituksista (pl. toimialasijoittamisen osakkeet ja -osuudet),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
798,6379,Korkojohdannaisiin liittyvät kulut (ei-suojaava),tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
799,6380,Muut rahoituskulut,tuloslaskelma,TOIMINTAKULUT,Rahoitustuotot ja -kulut,,,,,2021
800,7170,Suunnitelman mukaiset poistot,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
801,7180,Kertaluonteiset poistot,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
802,7190,"Pysyvien vastaavien hyödykkeiden luovutusvoitot ja -tappiot (epäolennaiset, ellei muissa tuotoissa/kuluissa)",tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
803,7220,Positiivinen eliminointiero,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
804,7221,Negatiivinen eliminointiero,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
805,7222,Konserniliikearvon poisto,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
806,7223,Konsernireservin vähennys,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
807,7230,Pysyvien vastaavien hyödykkeiden arvonalentumiset,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
808,7240,Muut arvonalentumiset,tuloslaskelma,TOIMINTAKULUT,Poistot ja arvonalentumiset,,,,,2021
809,8000,Pysyvien vastaavien hyödykkeiden luovutusvoitot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
810,8010,Omistusosuuksien luovutukset,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
811,8020,Vahingonkorvaukset ja sopimussakot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
812,8050,Muut satunnaiset tuotot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
813,8100,Pysyvien vastaavien hyödykkeiden luovutustappiot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
814,8110,Omistusosuuksien luovutukset,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
815,8120,Vahingonkorvaukset ja sopimussakot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
816,8130,Annetut akordit ja konserniavustukset,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
817,8150,Muut satunnaiset kulut,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,,2021
818,8200,Tilinpäätössiirrot,tuloslaskelma,TOIMINTAKULUT,Satunnaiset tuotot ja kulut/Satunnaiset erät,,,,Kons,2021
819,8500,Poistoeron lisäys (-),tuloslaskelma,TOIMINTAKULUT,Poistoeron muutos / Poistoeron lisäys (-) tai vähennys (+),,,,,2021
820,8550,Poistoeron vähennys (+),tuloslaskelma,TOIMINTAKULUT,Poistoeron muutos / Poistoeron lisäys (-) tai vähennys (+),,,,,2021
821,8600,Varausten lisäys (-),tuloslaskelma,TOIMINTAKULUT,Varausten muutos / Varausten lisäys (-) tai vähennys (+),,,,,2021
822,8650,Varausten vähennys (+),tuloslaskelma,TOIMINTAKULUT,Varausten muutos / Varausten lisäys (-) tai vähennys (+),,,,,2021
823,8700,Rahastojen lisäys (-),tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,,2021
824,8750,Rahastojen vähennys (+),tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,,2021
825,8760,Tuloverot,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,LL,2021
826,8765,Tilikauden verot,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,Kons,2021
827,8766,Laskennalliset verot,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,Kons,2021
828,8780,Vähemmistöosuudet,tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,Kons,2021
829,8800,Tilikauden ylijäämä (alijäämä),tuloslaskelma,TOIMINTAKULUT,Rahastojen muutos / Rahastojen lisäys (-) tai vähennys (+),,,,"Kunta, ky, LL, Kons",2021
